content,score
"Allahu Robby... Mau verifikasi aja kode Verifikasi masuknya ke email 24 jam kemudian, padahal batas pemakaian cuma satu setengah menit, Iki ngopo to Jane? Malesi banget.. Padahal mau mengikuti anjuran pemerintah malah mau masuk aja susah.. Tolong dong beritahu saya masalahnya dimana, soale yang aplikasi pajak juga sama..",2
"Udah daftar, udah dapet tiket. Giliran keluar aplikasi, malah eror. Akhirnya saya hapus data, baru bisa masuk lagi. Abis itu keluar aplikasi, eror lagi. Masa iya tiap mau buka aplikasi harus hapus data dulu? Aneh",1
"Masuk lewat email dan telpon ga bisa karena pin salah, klik lupa pin malah dialihkan ke perubahan informasi, lewat NIK ga bisa karna ga ada SMS yg masuk untuk isi pin..",1
"Aku sudah pernah punya akun. Dulu ortu aku tambahkan profilnya ke akunku. Lha setelah update kok akunku berubah jadi nama ortuku. dah pernah kirim minta bantuan untuk dirubah, tp sampai sekarang masih tetap tidak berubah. gimana min?",2
"Aplikasi sampah, buang-buang waktu ngisi data bolak balik g bisa.. giliran udah masuk juga masih susah akses mentok di pemilihan tema",1
"apk yang d butuhkan masayarakat malah seperti sampah gabisa d akses yang inget imail sama nomer aja gabisa masuk apalagi yang ga inget? mohon d perbaiki lagi, lebih suka fitur peduli lindungi daripada ini kasian yang mau daftar"" harus menggunakan kartu vaksin sedangkan aplikasi nya saja tidak dapat d gunakan dengan baik!!!!!!!!!",1
"Boro2 bisa isi formulir, regis ktp aja bermasalah ntah dari captha atau apa, input nomor hp udah mulai dari 8** atau +62** jg ga berhasil, tim IT nya harusnya hal kecil bug gini diperbaikin dong",1
"Sdh bisa log in tp ada kosong data jenis kelamin, mau diisi gak bisa krn tdk bisa kirim notifiikasi lewat no wa, sdg email sdh tdk bs dibuka lagi. Mau dirubaj ke email baru juga gak bisa. Aplikasi Tolol",1
"Knapa mau gnti nmr sllu ggal,pdahal nmr tlp lama rusak.Sdah balasan kli msukin nmr tlp baru sllu stage di situ.Di menunya ada tulisan MENYIMPAN tp tdk bisa.Nyari referensi di YouTube ttap aj hasilnya nihil.Ini ada bug atau aplikasinya error.Klau error knapa gak di perbaiki pdahal sdah lama saya muu ganti nmr tlp tp mentok terus.",1
"Belum pernah daftar tp waktu mau daftar, mengisi biodata dan klik DAFTAR malah ada tulisan sdh terdaftar.lalu coba masuk dengan email dan nomer hp juga ada tulisan blm terdaftar.bagaimana ini loginnya..",1
Verifikasi satu sehat tidak bisa di fasilitasi kesehatan. Sudah coba di klinik kimia farma Cipinang jaya dan puskesmas Jatinegara tidak bisa. Tolong segera disosialisasikan programnya. Agar lebih bermanfaat aplikasinya. Terimakasih,1
"Mau daftar pemberitahuan nya akun email anda sudah terdaftar, padahal belum daftar dan baru juga download apk nya, giliran coba masuk pake email yang sama tulisannya email anda tidak di kenali, MAUNYA APA SIH APK BUATAN PEMERINTAH EMANG GA ADA YANG BERES",1
"Sebelumnya tidak bisa saya akses, sekarang sudah bisa karena sudah mengingat no hp saya yang lama, walaupun kartu simnya sudah rusak, langsung saya daftar ulang dengan menautkan email karena sebelumnya tidak pakai email. Sudah bisa saya akses. Saya beri bintang 5.",5
"gimana nih aplikasinya saya sudah punya akun pas aplikasi masih peduli lindungi, sekarang mau masuk pakai nomer telepon malah nomer tidak terdaftar padahal nomer sama pas daftar gimana nih pemerintah niat bikin aplikasi gak sih, mau cek sertifikat vaksin ribet minta ampun, kalau bukan karena buat daftar kerja gak akan saya download nih aplikasi",1
"Seperti biasanya aplikasi bawaan pemerintas selalu buruk. Saya sudah download, mau daftar coba pakai akun dukcapil gabisa. Yasudah manual daftar katanya SUDAH PERNAH DAFTAR. Yasudah coba log in TETEP GA BISA. DAHLAH GA BECUS.",1
"dear dinas kesehatan minta tolong untuk aplikasi dikelola dengan baik sehingga masyarakat yg butuh bisa mengakses aplikasi dengan nyaman...kalau bisa diberikan opsi lain.. janganhanya lewat aplikasi yang ujung""nya tidak bsa diakses...",1
"Saya sudah lama tidak buka aplikasi satu sehat dan tidak sadar klo aplikasinya sudah tidak ada,saya download lagi dan coba masuk lewat IKD tapi tidak bisa ya,dan coba daftar biasa tidak bisa juga ya karna akun sudah terdaftar katanya,gimana ya biar saya bisa daftar lagi satu sehat karna saya ingin medical check up gratis terima kasih 🙏🙏🙏mohon bantuannya",5
"Kok gak bisa masuk ya? Ada tulisan Nama tidak Valid. Gimana sih? Padahal nama dan Data diri, sudah sama dengan data KTP. Tapi gagal terus. Dan Ternyata Tidak semua Hp bisa Valid.",4
"Peningkatan besar dan kestabilan aplikasi harus lebih di jaga. Bukan hanya data pribadi harus sehat, bukan hanya tubuh harus sehat, tp juga aplikasi nya mesti sehat. Moga bsa di kembangkan lebih baik lagi",1
"Ini login keterangan tanggal lahir tdk sesuai NIK, setelah di update verifikasi tidak selesai selesai. Tolong diperbaiki lagi Servernya",1
"Udah bisa daftar. Boro2 mau MCU pas ulang tahun, aplikasi mau dibuka aja ga bisa. Mau diupdate juga ga bisa, loading mulu. Program angin surga. Berapa persen yg sdh menggunakan, min?",1
"Gak bisa daftar, pas mau foto E ktp sedang ada gangguan terus menerus, dan nomor hp sudah terdaftar. Padahal baru saja download aplikasi nya",1
"Aku udah daftat, eh las masuk gak bisa. Ciba daftar lagi akun udah ada yang daftarin. Tapi aku gk bisa masuk. Aneh memang aplikasi pemerintah ini",1
"Aneh aplikasinya, pas mau daftar bilangnya akun sudah terdaftar, terus pas mau masuk di bilang akun blm terdaftar, ga niat bgt programnya",1
"Mau daftar program cek kesehatan gratis, berulangkali nggak dapat. Katanya datanya beda, mau di perbaharui data.... tetapi tidak bisa diperbaharui datanya....",5
"Susah untuk masuk akun sendiri. Tolong untuk di perbaiki aplikasinya, kalau no hilang susah kita pengaduannya. Saran kalau boleh verifikasi KTP kan gampang.",3
"mau daftar untuk cek kesehatan gratis sdh masukkan semua data dgn benar, muncul internal server error padahal koneksi internet bagus..perbaiki donk kemenkes jgn mempersulit masyarakat",1
"aplikasi sama web sama aja, yg benar aja no NIK gak terdaftar. kalo gak terdaftar gimana bisa di pake buat bikin SIM, NPWP dan lain-lain. punya no whatsapp tapi yang jawab BOT..",1
"ini gmn sih kmren untuk daftar MCU gratis tp gk bisa di klik pilihannya, skrg aplikasi gk bisa dibuka, minta update dibuka di play store gk bisa di update",1
Saya belum bisa buat tiketnya tolong di menu pilihan jenis kelamin tidak bisa dklik bagaimana solusinya. Kalaupun mau update ini juga belum ada tulisan update,1
"Ini salah nya dimana si ?? Mau login pake email , otp nya masuk berkali-kali tapi menu di aplikasi nya malah kaga berubah ke halaman yang harus meminta otp . Malah mentok di halaman masukan email aja terus begitu . Di masukin lagi email , masih GK berubah juga tapi otp masuk !! Ini otp mau di masukin dimana kalau halaman aplikasi nya aja ngebug. Payah lah masih gampang peduli lindungi!!!! Lewat web malah kacau di arahin nya , banyak campur aduk di 1 link !!! Solusi dong solusi payah lah",1
Sistem lambat Masuk buat edit profil susah Masuk buat edit no telp susah Sistem masih ribet,1
Gak bisa sinkron ke IKD. Padahal data udah cocok sama persis di aplikasi IKD. Tapi saat mau verifikasi dari aplikasi ini gak bisa. Entah kenapa aplikasi dari pemerintah selalu kurang maksimal.,1
Pagi instal & login aman2 aja. Siang login disuruh update lagi??? Aneh??? Sudah klik update tapi tetap aja masih disuruh update lagi??? Aplikasi apaan sih ini???,1
"Setelah mengganti aplikasi, bukannya semakin baik, justru malah memburuk. PeduliLindungi sebelumnya sudah cukup baik, tapi sekarang bahkan untuk masuk saja sulit. Semua cara sudah dicoba, tapi tetap tidak bisa login. Saat mencoba membuat akun baru, setelah menginput data, malah mengalami stuck. Apakah ini bug atau masalah teknis lainnya? Terakhir, muncul instruksi untuk menghubungi help desk, tapi tidak ada informasi jelas tentang cara menghubunginya. Mohon bantuan perbaikannya. Terimakasih",1
"Apk ini membingungkan, disuruh laporkan Maslaah, sudah di lakukan sdh dapat email semua Tetang perubahan data dll. Tetapi pas masuk untuk login ke akun, malah mutar² terus selama 24jam. kode email verivikasi sudah muncul, tetapi di apk nya masih tetap loding dan tiba2 juga keluar sendiri. Mohon segera lakukan perubahan apapun, kita dowl, karena butuh. Masih mending peduli lindungi dlu. kenapa pas perubahan, jadi begini, bukannya tambah bagus.",2
"aplikasi pemerintah kebanyakan di korup, aplikasi nya stuck pak bos",1
"Saya tidak bisa mengunduh sertifikat vaksin. Lagi-lagi pemerintah dan aplikasi ""cerdas""-nya. What a shame!",1
aplikasi sampah sejam ga bisa login cuma buat download sertifikat vaksin buat lamar kerja,1
"saya cek kesehatan tgl 21 april 2025,, sampai hari ini tgl 27 mei 2025 rapor nya belum juga muncul di aplikasi satu sehat... bubarin aja deh aplikasinya",1
ini gimana dah mau login kode verifikasi udah diterima by email tapi di aplikasi masukin kode verifikasinya dimanaaaaaa,2
"kurang strategis, bagus yang lama karena hanya menggunakan NIK langsung bisa login, memudahkan yang lupa nomer dan email lama tidak seperti sekarang",1
Tolong di perbaiki aplikasinya daftar berkali2 di tolak tapi setelah coba login masuk terus Loadingnya jangan terlalu lama karena menguras kuota data makasih,5
Aplikasi ngepreng Masyarakat Presiden uda bisa Cek kesehatan gratis waktu ulang tahun. Aplikasi nya ngeprenk. usut menteri kesehatan ini.,1
verivikasi captcha nya tidak bisa padahal sudah benar,1
kenapa stuck di pilih tema. pemgembangnya kenapa sih? lagi butuh banget ambil sertifikat vaksin.,1
kenapa aplikasi satu sehat sekarang tidak menampilkan sertifikat vaksin padahal sudah vaksin sammpai vaksin boster tapi. di aplikasi keterangannya belum vakksin.,3
"Ayolah, saya sangat mendukung aplikasi ini.. please please,.Trouble nya banyak bikin ilfill....Kenapa setelah di update, susah login lagi..!! Berhasil masuk, tapi sertifikatnya tidak muncul padahal sudah selesai vaksin 1 & 2.. Tolong di perbaiki..!! Ribet jadinya kalo aplikasinya masalah Mulu, dari nge hang lah .. kode otp kaga nyampe nyampe.. kan susah jadinya mau masuk area publik yang wajibkan scan QR code..",1
"Aneh ngga bisa masuk ... baru aja daftar tp akun nya ngga bisa masuk ... udh nyoba jg berkali kali,tp tetap tdk bisa masuk...",3
"untuk nambah anggota keluarga harus verifikasi profil ke faskes tingkat 1,tapi di faskesnya bilang gak bisa.jadi bingung gak bisa masukin anggota keluarga yang lain.seharusnya koordinasi dulu sama faskes biar gak kejadian kaya gini.",1
"Aplikasi Indonesia sering banget bermasalah fiturnya2. Edit profil buat isi jenis kelamin harus konfirmasi no WA, sudah masukkin malah selalu tulisannya sedang pemeliharaan/maintenance. Isi email untuk verifikasi malah klik ""simpan"" gak bisa/gak berfungsi sama sekali.",1
"Dulu pernah buat tp tidak bisa dipakai hrs menggunakan GPS, pas GPS dinyalakan msh blm bisa login, skrg mau masuk lagi email sdh terdaftar, pas mau login ternyata email tidak dapat di temukan, trs memulihkan email hubungi desk, di klik bantuan malah tidak bisa, ini maksudnya bagaimana, kalo belum siap untuk buat aplikasi jangan maksa harus daftar, tolong dong itu IT nya dibenerin sih",1
"Aplikasinya aneh bgt, udah berkali kali coba daftar buat vaksin, tinggal klik kirim malah ga ada respon sama sekali, udah di klik berkali kali tombol kirim ga ada respon sama sekali padahal HP saya ga ngeleg, giliran klik yg lain bisa. Setelah percobaan berkali kali (isi data lagi berkali kali, hadeehh) akhirnya bisa, tapi ga muncul email verifikasi, mau ngecheck di suruh isi data lagi dan ga kekirim kirim kalau klik 'kirim'. Giliran klik yg lain bisa 😭 tolonglah diperbaiki 🥲",1
"Ini gmn ya baru download lg karena sebelumnya foto sertifikat vaksin ada di hp yg rusak. udh masukin alamat email udh veriv jg tp tetep ga bisa masuk, harus pake pin dulu. diarahin ubah informasi data tp tetep ga bisa ubah pin atau another way to solve dat problem??! Sampis.",1
malah makin ribet mesti verifikasi lagi aduh bukannya mempermudah malah mempersuli5,2
"sejauh ini lumayan bagus, semoga layanan kesehatan Indonesia bisa terintegrasi seluruhnya",5
"Daftar diaplikasi hari sabtu tgl 3 mei, tp saat dtg ke puskesmas diinfokan tdk ada layanan, hati sabtu hanya utk diluar Jakarta. Tlg di update aplikasinya jika mmg hari sabtu tdk dibuka ,pilihan hari sabtu ditutup.krn bagi kami yg bekerja harus mengatur cuti.mksh",2
"Aplikasi dri update baru ampe skrang yg terbaru makin parah, tiada hari tanpa gangguan, mana perusahaan wajib scan pula, nih klo pemerintah gk mw urus tinggal dihapus aja aplikasinya, drpda tiap menit eroro mulu",1
"kenapa saya ga bisa masuk. sudah dapat nomor verifikasi, tapi masukan nomornya dimana., gmuncul²",1
Aplikasi bagus untuk cek kesehatan . Memiliki berbagai macam fitur . lengkap bisa pilih sesuai kebutuhan,5
ini gmna sih dari tadi mau log in gabisa Mulu heran pake email ga masuk2 padahal liat notif email udh muncul tpi masih gabisa masuk stuck di halaman depan,1
Susah login nya ada masuk verivikasinya cuma gk ada tampilan buat masukin code nya gimana mau masuk meski ada verivikasi di email juga kalo apknya gk ada tampilan kolom code,1
"Apk gak jelas, mau login malah muncul akun anda blm terdaftar, giliran mau daftar akun anda sudah terdaftar, di coba lagi sama aja GK jelas",1
"sumpah gak tau deh dg sistem pemerintah yg sangat"" lemot sekali udah 1 bln lebih merubah data vaksin luar negri ke indonesia susahnya minta ampun. klu di gmail selalu mengusahakan nyatanya hasilnya 0 apa hrs menunggu calo"" yg gak bertanggung jawaa",1
"Aplikasi aneh, udah setting pin yang bener. Malah salah mulu gk jelas. Udah milih lupa verif jg masih di suruh masukin pin yg gk jelas salah terus",1
terlalu banyak update dan data harus di verifikasi terus setiap kali mau buka aplikasi ini,1
ini udah di update malah ga bisa login malah nge setak,1
"Mohon maaf banget aku nilai 3, sebenarnya bagus cuma kemarin aku mengalami sebuah kendala ketika mau masuk mall, dimana jarak di maps berbeda dari jarak aslinya. Berbeda beberapa meter karena gps sedikit error pada saat itu jadi lokasi sedikit bergeser beberapa radius. Tolong jarak pengaturan sedikit diperbaiki mengingat terkadang gps tidak tepat pada lokasi, di kasus ku gps tidak akurat 1 blok kala itu. Tolong agar sedikit diperbaiki.",3
"aplikasi gabisa diakses, sudah terdaftar tapi gabisa masuk request kode verif sudah muncul di email tapi gada kolom verif nya",1
"Terdapat error untuk tanggal lahir dan ketika menginput nomor Paspor, (kedua input tersebut tidak berhasil recorded di database, sehingga ketika melakukan edit maka keduanya kosong dan masalahnya tidak bisa diedit karena disable ketika di klik). Mohon untuk segera diperbaiki.",2
gimana ini susah login? benerin dong sistemnya. gini doang aja gamampu,1
"ini APK gimana si,masuk pake no hp gk bisa,email gk bisa,giliran di daftarin gk bisa juga hub HELP DESK,peeeaaa bangett...ribetttt...butuh sertifikat vaksin nih woii solusinya donk!!!",1
mudah dipahami dan pengisiannya tidak ribet,5
tolong dong di perbaiki masa mau download Sertifikat vaksin gabisa,1
"mau masuk ke akun nya aja susah banget, padahal semua nya udah bener, aplikasi terburuk",1
Sistem yang dibangun sudah bagus. Cuma masih banyak bug terutama pada bagian klaim sertifikat vaksin Untuk verifikasi Sudah bagus untuk menghindari bot tapi Sering terindikasi salah terus padahal sudah benar dengan hasil centang. Saat klik klaim terindikasi salah terus. Kecepatan akses aplikasi Sangat lambat mungkin ini dimasalah server bukan dikarenakan jaringan pengguna atau user,1
"ini gimana cara mengubah data diri yaa, pas diganti eror mulu plisss yang tau tulis ulasan dong 🥹",4
Min ini kenapa tombolnya malah gk bisa? Mau masukin alamat email giliran tinggal pencet simpan malah gk bisa padahal warnanya udah biru,3
ga bisa login padahal emal udh bener. aplikasi GA JELAS!!!,1
"Setiap buka aplikasi ini karena suatu kebutuhan,sll muncul pilihan perbaharui..klo qta pilih ""tidak,terimaksih"",aplikasi ini langsung tutup tanpa ada konfirmasi apa2,cm muncul pilihan kirim masukan dan tutup aplikasi..hadeeeeeeuuuuuuhhhhh,apa begini yg namanya peduli lindungi????boro2 melindungi,yg ada tdk peduli..!!!",2
"Literally aplikasi jelek, ya sebenarnya apa sih yang mau diharapin dari aplikasi kementerian negara ini wkkwkwk. Mau ngisi NIK dan data diri lain aja ga bisa. Saya kira mungkin jaringan saya yang bermasalah tapi pas saya cek di aplikasi lain ok ok aja. Menghabiskan waktu banyak cuma sampai bikin pin🚶‍♀️i decided to uninstall this app👎",1
"Aplikasi tidak bisa dipakai, sering muncul' Terjadi kesalahan' anehh sekali. Mau cek zona daerah terkini sesuai GPS juga tidak bisa.Mau daftar vaksin sudah coba berkali-kali tidak dapat SMS OTP padahal nomor HP sudah benar. Tadi sudah review sepertinya dihapus oleh tim developer 😂😂",1
"Sudah saya update malah tidak jelas. Sudah masukin email tapi halaman tdk mau berganti, giliran sdh ganti ke halaman verifikasi malah menolak kode verifikasi padahal itu kode yg benar. Aplikasi yg sangat menyulitkan",1
"aplikasi error ,gak bisa masuk ,tolong diperbaiki",1
"ketika mau coba buat masuk ke aplikasi dan cek profil akun, tiba"" akunnya hilang. tidak ada nama pemilik akun beserta data""nya. ketika ingin edit data di akun tsb, justru tidak bisa. mohon diperbaiki.",1
Jelek banget aplikasinya. Disuruh daftar cek kesehatan gratis krn ultah Februari tapi pas daftar gak bisa pilih jenis kelamin. So useless,1
tolong untuk pembuat aplikasi segera perbaiki gangguan nya,1
sudah berapa kali masukan data tapi gangguan terus,1
"tolong dong cek email atas nama Ruslim,udah ganti email malas eror terus,klw bikin apak yg jelas lah,jgn cuma ngabisin bajed negara doang buat apak buat rakyat rakyat malah di persulit,masuk Email udah bner kg bisa masuk2 dasar benalu negara.",1
"kenapa sih harus ganti aplikasi segala. mana semua data ilang, aplikasi error terus gak bisa dibuka. nyusahin orang yang lagi apply kerja. Ada halaman bantuan, tapi gak ada fungsinya, gak bisa dipijit tombol nya. pajangan doang, mending gak usah di adain sekalian",1
"Terdeteksi lokasi buatan terus, sudah otak atik login logout ttp aja begini. Sudah coba ganti ke 2 hp ttp aja detect. device ke 2 hp ini padahal tidak pernah di root sama sekali. Titik GPS pun sudah akurat sebenernya. Tp masih saja dibilang lokasi buatan. Mohon bantuannya",1
Mohon maaf bug nya parah. Di redmi 4X responsivenya ga work untuk register baru. Cuma sampe centang ga ada efek. Apa mungkin tombolnya ada di bawah layar ga masuk ke screen. Perbaiki lg ya dari responsive.y. kalau tulisannya panjang di buat enable scroll aja gpp,1
"Tidak bisa masuk ke akun karena butuh kode verifikasi dari WhatsApp. Setelah ditunggu g ada kode yg kekirim di WhatsApp. Udah berkali-kali nyoba tetep aja, NIHIL.",1
"Kode OTP d kirim k WA datangnya lama bener butuh 6 jam lebih baru da notif. Dimasukkan udah expired dan harus masukin lagi, nunggu lama. Terakhir hanya nunggu 1 menit udah muncul tapi muncul ""not attempt"" mulu kgk masuk2. Tolong perbaiki. Jangan hanya buang anggaran doang",1
kenapa pas foto ktp gagal terus ya lagi butuh banget buat lamaran kerja,5
secara keseluruhan aplikasi ini cukup mempermudah dalam penanganan covid. Hanya ada beberapa kekurangan yg pertama penggunaan data sedikit boros. Kedua izin layanan lokasi harus terus dinyalakan yg mana membuat baterai hp sedikit boros. Dan terakhir terkadang ketika login aplikasi keluar sendiri mohon kedepannya jika ada perbaikan masalah diatas dapat diperbaiki terimakasih.,4
"Aplikasi tidak jelas, buka di Web dan sdh daftar, pas mau masuk malah di bilang user tidak aktif. Buka di aplikasi, malah eror di bagian pilih tema, padahal sdh tekan temanya berkali"" Tapi muncul notif tema belum di pilih. Sudah hapus memori dan cache tapi tetap sama. Tolong untuk development di perbaiki aplikasinya, sdh banyak yg mengalami hal serupa!!",1
ga respon sekali CSnya. sampai email pun ga dibalas. kecewa,1
"Pengisiannya & daftarnya sulit masuk ( harus beberapa kali baru bisa, semoga lebih dipermudah lagi cara daftarnya)",2
"Aneh, lupa email tapi ga bisa di reset, tapi pas mau direset harus masukkan email yang udah lupa aneh, sangat sangat snagatlah aneh sekali",1
Setelah update sertifikat vaksin saya jadi hilang padahal mau di pake buat perusahaan Parah ni aplikasi,1
"Alhamdulillah dengan adanya program BPJS kita bisa mengetahui berapa tensi tekanan darah kita,berapa nominal gula darah kita...mudah2han dengan melihat hasil tensi tekanan darah dan gula darah kita,kita harus lebih hati2,pola makan kita,istirahat cukup,rilex ...ikuti arahan dokter/dinas kesehatan",5
"Setelah di update kenapa loadingnya jadi lama sekali ya, mau ngisi data anak selalu muncul pop up ""calculator antropometri"", tolong segera diperbaiki",1
aplikasi aneh! dia yg ngirim kode 6 dijit angka tapi dia juga yg bilang salah.,1
"Skarang malah tambah ribet pake pin segala, pake email SM no telp sendiri...ga bisa jawabannya no sudah terpakai..... Aplikasi blm sempurna dan blm siap",1
"Gak bisa dibuka. Diminta update tapi fitur updatenya malah gak muncul. Aplikasi gembel, kalo kerja profesional dong, jangan bodoh2 amat napa.",1
"Mohon perbaiki aplikasi satu sehat mobile, masukan NIK yg keluar NIK orang lain, masukan PIN yg dinkirim ke email salah trus, mohon di cek kembali aplikasinya, terima kasih",1
"NIK sdh terverifikasi dng IKD dan data saya dulu waktu covid juga masih sama, knp mau login aja susah.. Kalo sistem tdk support tdk perlu dibuat aplikasi sampah spt ini",1
"lumayan, saran fitur seperti indeks kualitas udara bisa lock lokasi (biar gk perlu scan gps mulu), atau bisa 2 info lokasi",3
Aplikasi busukkk. Dipake buat daftar gak bisa mulu. Mangkanya jangan korupsi terooos. Duitnya dipake buat benerin aplikasi ae hadeh,1
aplikasi ga jelas orang lupa pin di suruh update informasi kontak atau email setelah di ganti masih tetap saja di suruh update lagi mending pecat aja developer nya daripada nyusahin pengguna terus,1
"Secara tampilan aplikasinya sudah bagus, menunya begitu mudah dipahami.. namun datanya sangat amburadul, tidak ada sinkronisasi data antara di website dan di apk ini, serta begitu lambatnya data yang terupdate, dikerjakan secara system namun berjalan layaknya diinput manual, masyarakat lagi-lagi dibingungkan urusan download sertifikat vaksin. ""Sms gak dapet, regist di apk ini statusnya gak tampil, regist di Web. Statusnya nongol cuman blm terbit sertfikatnya dll"" hadehhh 😂",1
"update malah log out sendiri, mana lupa email nya apaan lagi",1
"Hanya dengan sekali masukan nomor handphone langsung login ke akun lama yang dulu nya saya daftar vaksin di no tersebut, terimakasih, ini sangat di butuhkan untuk lamaran pekerjaan 💐😊",5
aplikasi nya nggak bisa login. udah berulang kali coba login verifikasi email karena lupa pin eh pas dimasukin kode nya nggak bisa terus. udah 1 jam coba tetap nggak bisa. pas makai identitas nama yang terdaftar tdk sesuai dgn nik padahal kmrn daftar nya pakai identitas pribadi kok,1
"data vaksin gua tahap 2 mana kocak, dari awal vaksin sampe sekarang tahap 2 nya kagak masuk' gua ini butuh buat daftar kerja kocak, cepet lah woi respon email gua",1
"Ini gmna sih,suruh pilih tema udah dililih malah gangguan gk bisa.di skip lewati jga ttp gk bisa harus pilih tema.kenapa apl pemerintah kya gini semua dah",1
"ngebug, gabisa pilih di jenis kelamin waktu daftar program cek kesehatan gratis. benerin napa min.",1
"Nyusahin cari kerja,udh pernah vaksin tapi ga bisa login pake KTP aja,harus pake nomor hp sama email yang terdaftar masalah nya nomor hp sama email nya hilang sama hp nya tahun 2021",1
"Gak niat bikin aplikasi,mau masuk aja gk bisa data bener pin bener aneh,kalau emang gk bisa di hapus aja ngapa tuh aplikasi,guna nggak",1
"Aplikasi ini sangat membantu, ada beberapa tips kesehatan, informasi penyakit dan kesehatan, serta masih banyak fitur2 lain yg bisa digunakan.",5
"Hapus ah, baru download,mau daftar, setelah daftar, tidak bisa masuk,akun telah terdaftar,kacau,wkwkwk...dadada 🤣🤚🖐️",1
Saya sudah mempunyai akun yang sudah terdaftar tetapi pada saat saya mau coba masuk malah akun tidak ditemukan pada saat saya coba daftar ulang malah tidak bisa akun sudah terdaftar ?. Di web pun tidak bisa.,2
Hallo. Bagaimana ini aplikasi. Aku punya masalah pas masuk di akun pakai email saya tapi nomor NIK dan nmr tlpon nya bukan punya saya. Setelah diminta buat email baru katanya sudah terdafatr. Bagaimana ini. Tolong jelaskna. Terima kasih,1
"Udah pernah pakai buat vaksin covid dulu, eh NIK berubah sendiri mana gabisa diedit ini gimana mau daftar cek kesehatan gratis nama sama NIK gk sesuai tp NIK gabisa dirubah. Payah",2
Saya tidak bisa klik jenis kelamin untuk memilih. Mohon diperbaiki. Terimakasih.,1
"tolong sistemnya diperbaiki ya! ini suruh milih tema, udah dipilih temanya masih gak bisa masuk? INI KENAPA SIHHHH SISTEMNYA???",2
Saya pernah mendaftar di aplikasi satu sehat..tetapi saya lupa emailnya.bisa di bantu saya untuk mengaktifkan kembali aplikasi satu sehatnya.,5
"serifikat vaksin nya hilang, malah belum ada riwayat, haduh butuh banget serifikat vaksin lagi🤦 masa iya harus vaksin ulang",1
"Gak bisa login, padahal otp nya udah di kirim ke email Tapi ga ada lanjutannya untuk masukin kode otp",1
"Aplikasi SATUSEHAT Mobile ini sangat bagus untuk saya mendeteksi kualitas udara di lingkungan saya dan sekitarnya, semoga aplikasi ini dikembangkan lagi. Terima Kasih🙏🏻",5
Aplikasi ini membuat saya emosi sudah beberapa kali daftar tp tidak bisa juga di gunakan email dan sandi benar tp tida bisa juga di gunakan,2
"tanggal lahir sudah terisi sesuai format tetapi saat klik ok kursor kembali pada angka terakhir NIK. Dua hari setiap ada waktu saya coba ulang2, tetapi hasilx tetap. Buatlah aplikasi yang tidak menyita waktu. Mohon diuji coba sebelum diimplementasikan agar masyarakat tidak kehabisan waktu hanya ngurus input menginput data yg hasilnya NOL",1
"sudah lama tidak digunakan, pas buka lagi lupa email, daftar ulang lagi, dibilang akun sudah terdaftar, terus suruh pakai email lama yang saya lupa, gimana ini",1
Sudah berapa 6 bulan gak ada konfirmasi balik dari help desknya gimana akun saya gak bisa di buka padahal data2 sudah di berikan...,1
"sebenarnya boleh login tidak ? lama banget memuatnya, padahal signal dan jaringan bagus",3
"Login mau tapi ketika verifikasi data dengan aplikasi indentitas nasional malah dibilang captcha code salah melulu,, dikira gue GX bisa baca kali",1
Kesulitan untuk login dikarenakan lupa email dan no hp sudah di coba di pusat bantuan dan mengisi form tapi tidak ada tanggapan selanjutnya,2
Untuk perbahan/update data tidak direspon sama sekali. Harap direspon untuk kepentingan pekerjaan. Nyari kerja susah buat persyaratn nyari kerja pun susah,1
Untuk developer please kenapa aplikasinya tidak bisa buat login.. Terimakasih di tunggu feedback nya,3
"aplikasi PEKOK!!! input data utk daftar, udah selesai ternyata dikatakan ""Nomor hp sudah pernah dipakai, ganti dg nomor hp yg lain"", SONGONG!!! kalo memang itu nomor hpnya, trs suruh ganti pake' nomor hp org lain gitu!!! GOBLOg...kalo memang masih PROTOTIPE sudah dilaunching, buang2 anggaran saja!!!",1
"susah verifikasinya ya, gagal terus di aplikasinya",1
"sudah tidak bisa tambahkan profil, sudah tidak bisa convert kartu vaksin internasional.👎🏻",1
"gajelas pake email sdh terdaftar gabisa di akses masuk ke aplikasi juga sulit 😂 hedeh aplikasi pemerintah perasaan gada yang pernah beres selalu aja masalah nya di login atau di akun kemaren juga pas ngurus istri lagi lahiran harus login aplikasi satu sehat tapi pas daftar gabisa bisa tanpa alasan yang jelas sampai ganti hp 3 kali masih aja gabisa daftar, pada akhirnya malah jadi mempersulit karna apa apa harus login aplikasi satu sehat tapi aplikasi nya eror😂",1
"aplikasi pemerintahan ga ada yg becus cok masa sekelas gini aja mau login susah amat anggaran doang cair, giliran bikin aplikasi kek ngasal aja yg penting jadi",1
kenapa aplikasi satu sehat saat pilih tema selalu gagal,1
gk di dunia nyata gk di dunia maya sama sja dipersulit l gimana cara pakenya klo mau login saja salah terus,2
"rekrutmennya susah, tapi aplikasi sering bermasalah 😂🤣",1
gampang pengoperasiannya. mudah dimengerti juga.,5
data saya menjadi hilang sejak update.. tolong di kembalikan..,1
"aplikasi selalu eror, stuck dibagian edit biodata dan tidak bisa mengubah pin. Padahal pin awal yang dimasukkan sudah benar namun selalu muncul tulisan ""pin salah"".",1
